Epoch,Inner_Test_AgChangeRatio,Inner_Train_AgChangeRatio,Loss_hdm,Loss_her,Loss_q,TestAgChangeRatio,TestBestSuccessRate,TestFinalDist,TestSuccessRate,Time,TimePerSeqRollout,TimePerTrainIter,TotalTimeSteps,TrainAgChangeRatio,TrainSuccess,env_steps,exp_avg_reward,exp_reward_avg,hdm_gamma,hdm_gamma_auto,hdm_gamma_zero_point,hdm_q_o1,hdm_q_o2,hdm_q_to_minimize,hdm_weights,log_hdm_gamma,offset,opt_steps,q_bg,q_o2_a2,q_o2_eps_greedy,q_o2_max,q_o2_soft,q_o2_soft_kl,q_o2_targ,q_targ,replay_fill_ratio,replay_size,reward
23,0.9647,0.99345833,0.018797254,0.8490813,0.86787856,0.96,0.08,3.514794727560787,0.02,4445.2715656757355,4.2518363,0.006468567,672000,1.0,0.05,672000.0,0.43954298,0.48020208,0.85000014,0.9916905,2.328844e-05,-47.380898,-47.531425,-0.041745067,-0.24207096,-0.16251895,119.92444,552000.0,-47.380898,-47.50921,-47.064163,-47.007473,-47.28811,-47.394833,-47.50921,-47.38134,0.6722689,1120.0,-0.82230824
24,0.9827667,0.96370834,0.013632065,0.8489102,0.86254233,0.98,0.08,3.6258701034184555,0.02,4633.871647357941,4.2732563,0.006497113,696000,0.975,0.05,696000.0,0.43962607,0.48032707,0.85000014,0.99168426,0.0010867296,-47.14627,-47.303978,-0.024924815,-0.2476766,-0.16251895,119.81948,576000.0,-47.14627,-47.27002,-46.82753,-46.771637,-47.058052,-47.164417,-47.27002,-47.14673,0.6962785,1160.0,-0.82211053
25,0.9727,0.99016666,0.009867416,0.91076124,0.92062867,0.98,0.08,3.692515958854182,0.0,4821.698174953461,4.2440248,0.006444627,720000,1.0,0.075,720000.0,0.4396643,0.480376,0.85000014,0.9916823,0.04599745,-47.181652,-47.37975,-0.019253667,-0.2437552,-0.16251895,119.793564,600000.0,-47.181652,-47.30621,-46.828037,-46.769592,-47.06528,-47.179573,-47.30621,-47.182125,0.7202881,1200.0,-0.82203305
26,0.9985333,0.984625,0.012100966,1.0020716,1.0141726,1.0,0.08,3.8779245189714406,0.0,5009.408726453781,4.236655,0.0064397557,744000,0.95,0.0,744000.0,0.43953565,0.48019394,0.85000014,0.99167866,0.21897522,-47.56746,-47.7711,-0.027979197,-0.25405127,-0.16251895,119.75102,624000.0,-47.56746,-47.69903,-47.18771,-47.12425,-47.435844,-47.562332,-47.69903,-47.567913,0.74429774,1240.0,-0.8223211
27,0.9591,0.9891667,0.017488329,1.0640788,1.081567,0.96,0.08,3.5442982664738802,0.0,5197.443059206009,4.258671,0.006473302,768000,1.0,0.05,768000.0,0.439583,0.4802628,0.85000014,0.99168986,0.27518097,-47.956493,-48.16575,-0.032924917,-0.26300162,-0.16251895,119.90166,648000.0,-47.956493,-48.095764,-47.559,-47.49203,-47.815884,-47.95073,-48.095764,-47.956955,0.7683073,1280.0,-0.8222122
28,0.9985667,0.959875,0.017068448,1.0556294,1.0726978,1.0,0.08,3.3412533851674944,0.04,5383.641562700272,4.2139916,0.0064061265,792000,0.95,0.025,792000.0,0.43962687,0.48032326,0.85000014,0.99168116,0.16223378,-48.174145,-48.356606,-0.02454523,-0.27144563,-0.16251895,119.77876,672000.0,-48.174145,-48.3187,-47.804573,-47.74008,-48.06608,-48.19176,-48.3187,-48.174625,0.7923169,1320.0,-0.82211655
29,0.99826664,1.0,0.01959849,1.0558636,1.0754621,1.0,0.08,3.404098065368268,0.0,5572.287178277969,4.265645,0.0064838664,816000,1.0,0.025,816000.0,0.43961844,0.4803147,0.85000014,0.99168897,0.03427038,-48.20234,-48.36847,-0.033616755,-0.27958578,-0.16251895,119.89086,696000.0,-48.20234,-48.34764,-47.848934,-47.785774,-48.108543,-48.229774,-48.34764,-48.202816,0.81632656,1360.0,-0.82213
30,0.9784333,0.9866667,0.025872426,1.0397378,1.0656102,0.98,0.08,2.9313763553607077,0.02,5760.114480495453,4.25223,0.0064655296,840000,1.0,0.025,840000.0,0.4396753,0.48039588,0.85000014,0.99167836,0.005101643,-47.864662,-47.984608,-0.03246256,-0.28689438,-0.16251895,119.74776,720000.0,-47.864662,-48.00315,-47.541344,-47.478825,-47.80523,-47.923645,-48.00315,-47.865093,0.84033614,1400.0,-0.82200164
31,0.98646665,0.99225,0.021342117,1.0514792,1.0728213,1.0,0.08,3.324485009272169,0.0,5947.866714000702,4.247697,0.0064606713,864000,1.0,0.0,864000.0,0.43965223,0.48036134,0.85000014,0.99168026,0.0019629826,-47.540028,-47.68551,-0.027198639,-0.2775345,-0.16251895,119.76516,744000.0,-47.540028,-47.67188,-47.190376,-47.1263,-47.454105,-47.57576,-47.67188,-47.5405,0.8643457,1440.0,-0.8220563
32,0.96143335,0.98854166,0.024627116,1.1299609,1.1545881,0.98,0.08,3.4980496884733907,0.0,6135.117102861404,4.2315702,0.006435439,888000,0.975,0.025,888000.0,0.4395626,0.48023063,0.85000014,0.99168557,0.0011155003,-47.52928,-47.695457,-0.03983422,-0.2644367,-0.16251895,119.84808,768000.0,-47.52928,-47.66068,-47.14479,-47.077217,-47.400948,-47.5342,-47.66068,-47.529728,0.8883553,1480.0,-0.822263
33,0.9977,0.97775,0.026961477,1.1701288,1.1970904,1.0,0.08,3.5817268202797243,0.0,6321.602011203766,4.213044,0.006400613,912000,0.975,0.075,912000.0,0.43963575,0.48033476,0.85000014,0.99168205,0.0036318505,-47.57479,-47.750458,-0.04926176,-0.25268912,-0.16251895,119.79579,792000.0,-47.57479,-47.707306,-47.171246,-47.101673,-47.42068,-47.558895,-47.707306,-47.57526,0.91236496,1520.0,-0.8220983
34,0.9995667,0.986625,0.030595858,1.2571882,1.2877841,1.0,0.08,3.83306961746313,0.06,6511.182681560516,4.258643,0.0064747427,936000,0.975,0.025,936000.0,0.43977168,0.48053312,0.85000014,0.9916741,0.025600595,-47.655712,-47.860615,-0.058506593,-0.24565397,-0.16251895,119.676315,816000.0,-47.655712,-47.79026,-47.209103,-47.134407,-47.453884,-47.604584,-47.79026,-47.65624,0.93637455,1560.0,-0.8217845
35,0.99126667,0.99633336,0.03389651,1.4165742,1.4504707,1.0,0.1,3.8175275709795162,0.1,6699.750470876694,4.260168,0.006473581,960000,1.0,0.05,960000.0,0.43959948,0.48028427,0.85000014,0.9916875,0.04573243,-47.994835,-48.23624,-0.075635284,-0.23855598,-0.16251895,119.87261,840000.0,-47.994835,-48.135925,-47.498474,-47.41801,-47.734478,-47.900234,-48.135925,-47.995384,0.96038413,1600.0,-0.82217824
36,0.99333334,0.9863333,0.041520815,1.6045653,1.6460862,1.0,0.1,3.805197035115756,0.02,6888.382943153381,4.2538366,0.006466848,984000,1.0,0.025,984000.0,0.439712,0.48044804,0.85000014,0.9916816,0.06282498,-48.54226,-48.78301,-0.10077289,-0.24215494,-0.16251895,119.78881,864000.0,-48.54226,-48.69483,-48.027885,-47.944103,-48.261772,-48.435562,-48.69483,-48.542854,0.9843938,1640.0,-0.8219191
37,0.9781333,0.995125,0.053483773,1.6800733,1.733557,0.98,0.1,3.617159266400226,0.0,7075.360872030258,4.2319813,0.0064338176,1008000,0.975,0.05,1008000.0,0.43968767,0.48041254,0.85000014,0.99168557,0.008752472,-48.880543,-49.093437,-0.117264934,-0.24933171,-0.16251895,119.84942,888000.0,-48.880543,-49.039974,-48.37641,-48.292313,-48.60868,-48.78222,-49.039974,-48.88115,1.0,1666.0,-0.82197523
